id,name,popularity,explicit,duration_ms,album_name,album_release_date,artist_names,artist_ids,lyrics
0wrutF2Svuprj6yTAJkJtw,Saltwater - The Thrillseekers Remix,14,False,415240,Behind The Sun,2000-03-27,"Chicane, Moya Brennan, The Thrillseekers","5GxyeQagayzZOg4UwffQlD, 3ZvmmlF8EMEpnnK90jfuJv, 1RYDKWzJnJtbTPYNsDswD5",
5OCkoKzR1owwhpRLA0Fwm9,March - Kasiedeo Re-Work,26,False,365714,March (Kasiedeo Re-Work),2022-03-11,"Zazenkai, Chill Advisor, Crandon Park, Kasiedeo","53SJovBw6wYRNkrqfccLLh, 2POmRsS3AGB7NAbw5QBqHj, 4LRsoQvvdoj9acCuulz9ah, 2fIouconWmMk7J1ajs9fmp",
5l4P0IGXoPRJLmSPxy2qYL,Under Trees,29,False,214873,Erased Dreams,2022-07-11,YOTTO,5Dyfxq0ZrFjjeFBdSNxDbo,
69oCoOSpFNOyvpGFPwGK2E,Self-Reflection,37,False,290455,Self-Reflection,2023-07-28,Zazenkai,53SJovBw6wYRNkrqfccLLh,
06zJb6sBMjt3AKahfKSeGa,Charleston,40,False,233382,Charleston,2024-05-03,Crandon Park,4LRsoQvvdoj9acCuulz9ah,
0zXURa7mf785WuGUbhGD7c,Cambodia - Ross Lara Remix,29,False,318095,Nuit,2021-03-26,"Tony Anderson, Eyra Moon, Ross Lara","3aRscMJRah0QrvGE5rkvZl, 3OCslSVcfVrGTcOiOrKEC6, 70hn8OJKwGZVs5hAGdPkyq",
77yzqWjaL3mLWFbOTnhDkL,Menagerie,50,False,232000,Aquarium,2019-05-28,Baraka,4HOFHQ9Y5Q1E8KKjnjkA0O,
2SfKwVhhRH5eS0ysvKSNN2,Ibiza - Suéltalo,10,False,328983,Ibiza (Suéltalo),2022-08-31,Chris Coco,7iFBCM9EuHMsWytEVnplIP,
3KEPHUtriduep3qVyUmkcE,Silence - feat. Sarah McLachlan,0,False,428120,Odyssey: The Remix Collection,2001,Delerium,0IUq1plF3ON4Fboj1bE6kN,
7GWOSGPxmPaqPckJzBOg56,"Miami Beach, FL",28,False,186352,"Miami Beach, FL",2022-03-18,"Martin Grotzke, Miami Deco","7eGZSIVdHDp2MSpEoPn1xO, 0sCZDZ1GPiBo3Ei7qOXTNt",
6d3aFTNTHo4LppNsZHxoVJ,Off,35,False,179133,Off,2022-10-07,Crandon Park,4LRsoQvvdoj9acCuulz9ah,
2e2heYBbXWRsDsUtTIVIaF,As The Rush Comes - Gabriel & Dresden Chillout Mix,0,False,381000,As The Rush Comes,2005-01-01,"Motorcycle, Gabriel & Dresden","7DZ9xBelM79Mlk3Weia4oD, 64KfnYe81Wld2AkG4bkGIV",
3jOZEvgu6UoEp77kzJjfHS,And Then You Came,44,False,287541,As Above So Below (Deluxe Version),2020-12-04,"FERR, Ferry Corsten, Maria Marcus","2wJ0jGmAcvU2tYsIvGXg4P, 2ohlvFf9PBsDELdRstPtlP, 3TFBKKjm1zzgBCOQi2SEGY",
16ORWMoiCqJJsIak70imW1,Mirage,21,False,171869,Mirage,2024-10-04,Baraka,4HOFHQ9Y5Q1E8KKjnjkA0O,
2Q5Cdz9Q6zSgNnZhmzvKfu,Brandenwürttemberg,28,False,202125,Brandenwürttemberg,2022-05-27,Chill Advisor,2POmRsS3AGB7NAbw5QBqHj,
